Vertex	Distance	Predecessor
286	2.14748365E9		-1
287	2.14748365E9		-1
288	2.14748365E9		-1
289	2.14748365E9		-1
290	2.14748365E9		-1
291	2.14748365E9		-1
292	2.14748365E9		-1
293	2.14748365E9		-1
294	2.14748365E9		-1
295	2.14748365E9		-1
296	2.14748365E9		-1
297	2.14748365E9		-1
298	2.14748365E9		-1
299	2.14748365E9		-1
300	2.14748365E9		-1
301	2.14748365E9		-1
302	2.14748365E9		-1
303	2.14748365E9		-1
304	2.14748365E9		-1
305	2.14748365E9		-1
306	2.14748365E9		-1
307	2.14748365E9		-1
308	2.14748365E9		-1
309	2.14748365E9		-1
310	2.14748365E9		-1
311	2.14748365E9		-1
312	2.14748365E9		-1
313	2.14748365E9		-1
314	2.14748365E9		-1
315	2.14748365E9		-1
316	2.14748365E9		-1
317	2.14748365E9		-1
318	2.14748365E9		-1
319	2.14748365E9		-1
320	2.14748365E9		-1
321	2.14748365E9		-1
322	2.14748365E9		-1
323	2.14748365E9		-1
324	2.14748365E9		-1
325	2.14748365E9		-1
326	2.14748365E9		-1
327	2.14748365E9		-1
328	2.14748365E9		-1
329	2.14748365E9		-1
330	2.14748365E9		-1
331	2.14748365E9		-1
332	2.14748365E9		-1
333	2.14748365E9		-1
334	2.14748365E9		-1
335	2.14748365E9		-1
336	2.14748365E9		-1
337	2.14748365E9		-1
338	2.14748365E9		-1
339	2.14748365E9		-1
340	2.14748365E9		-1
341	2.14748365E9		-1
342	2.14748365E9		-1
343	2.14748365E9		-1
344	2.14748365E9		-1
345	2.14748365E9		-1
346	2.14748365E9		-1
347	2.14748365E9		-1
348	2.14748365E9		-1
349	2.14748365E9		-1
350	2.14748365E9		-1
351	2.14748365E9		-1
352	2.14748365E9		-1
353	2.14748365E9		-1
354	2.14748365E9		-1
355	2.14748365E9		-1
356	2.14748365E9		-1
357	2.14748365E9		-1
358	2.14748365E9		-1
359	2.14748365E9		-1
360	2.14748365E9		-1
361	2.14748365E9		-1
362	2.14748365E9		-1
363	2.14748365E9		-1
364	2.14748365E9		-1
365	2.14748365E9		-1
366	2.14748365E9		-1
367	2.14748365E9		-1
368	2.14748365E9		-1
369	2.14748365E9		-1
370	2.14748365E9		-1
371	2.14748365E9		-1
372	2.14748365E9		-1
373	2.14748365E9		-1
374	2.14748365E9		-1
375	2.14748365E9		-1
376	2.14748365E9		-1
377	2.14748365E9		-1
378	2.14748365E9		-1
379	2.14748365E9		-1
380	2.14748365E9		-1
381	2.14748365E9		-1
382	2.14748365E9		-1
383	2.14748365E9		-1
384	2.14748365E9		-1
385	2.14748365E9		-1
386	2.14748365E9		-1
387	2.14748365E9		-1
388	2.14748365E9		-1
389	2.14748365E9		-1
390	2.14748365E9		-1
391	2.14748365E9		-1
392	2.14748365E9		-1
393	2.14748365E9		-1
394	2.14748365E9		-1
395	2.14748365E9		-1
396	2.14748365E9		-1
397	2.14748365E9		-1
398	2.14748365E9		-1
399	2.14748365E9		-1
400	2.14748365E9		-1
401	2.14748365E9		-1
402	2.14748365E9		-1
403	2.14748365E9		-1
404	2.14748365E9		-1
405	2.14748365E9		-1
406	2.14748365E9		-1
407	2.14748365E9		-1
408	2.14748365E9		-1
409	2.14748365E9		-1
410	2.14748365E9		-1
411	2.14748365E9		-1
412	2.14748365E9		-1
413	2.14748365E9		-1
414	2.14748365E9		-1
415	2.14748365E9		-1
416	2.14748365E9		-1
417	2.14748365E9		-1
418	2.14748365E9		-1
419	2.14748365E9		-1
420	2.14748365E9		-1
421	2.14748365E9		-1
422	2.14748365E9		-1
423	2.14748365E9		-1
424	2.14748365E9		-1
425	2.14748365E9		-1
426	2.14748365E9		-1
427	2.14748365E9		-1
428	2.14748365E9		-1
429	2.14748365E9		-1
430	2.14748365E9		-1
431	2.14748365E9		-1
432	2.14748365E9		-1
433	2.14748365E9		-1
434	2.14748365E9		-1
435	2.14748365E9		-1
436	2.14748365E9		-1
437	2.14748365E9		-1
438	2.14748365E9		-1
439	2.14748365E9		-1
440	2.14748365E9		-1
441	2.14748365E9		-1
442	2.14748365E9		-1
443	2.14748365E9		-1
444	2.14748365E9		-1
445	2.14748365E9		-1
446	2.14748365E9		-1
447	2.14748365E9		-1
448	2.14748365E9		-1
449	2.14748365E9		-1
450	2.14748365E9		-1
451	2.14748365E9		-1
452	2.14748365E9		-1
453	2.14748365E9		-1
454	2.14748365E9		-1
455	2.14748365E9		-1
456	2.14748365E9		-1
457	2.14748365E9		-1
458	2.14748365E9		-1
459	2.14748365E9		-1
460	2.14748365E9		-1
461	2.14748365E9		-1
462	2.14748365E9		-1
463	2.14748365E9		-1
464	2.14748365E9		-1
465	2.14748365E9		-1
466	2.14748365E9		-1
467	2.14748365E9		-1
468	2.14748365E9		-1
469	2.14748365E9		-1
470	2.14748365E9		-1
471	2.14748365E9		-1
472	2.14748365E9		-1
473	2.14748365E9		-1
474	2.14748365E9		-1
475	2.14748365E9		-1
476	2.14748365E9		-1
477	2.14748365E9		-1
478	2.14748365E9		-1
479	2.14748365E9		-1
480	2.14748365E9		-1
481	2.14748365E9		-1
482	2.14748365E9		-1
483	2.14748365E9		-1
484	2.14748365E9		-1
485	2.14748365E9		-1
486	2.14748365E9		-1
487	2.14748365E9		-1
488	2.14748365E9		-1
489	2.14748365E9		-1
490	2.14748365E9		-1
491	2.14748365E9		-1
492	2.14748365E9		-1
493	2.14748365E9		-1
494	2.14748365E9		-1
495	2.14748365E9		-1
496	2.14748365E9		-1
497	2.14748365E9		-1
498	2.14748365E9		-1
499	2.14748365E9		-1
500	2.14748365E9		-1
501	2.14748365E9		-1
502	2.14748365E9		-1
503	2.14748365E9		-1
504	2.14748365E9		-1
505	2.14748365E9		-1
506	2.14748365E9		-1
507	2.14748365E9		-1
508	2.14748365E9		-1
509	2.14748365E9		-1
510	2.14748365E9		-1
511	2.14748365E9		-1
512	2.14748365E9		-1
513	2.14748365E9		-1
514	2.14748365E9		-1
515	2.14748365E9		-1
516	2.14748365E9		-1
517	2.14748365E9		-1
518	2.14748365E9		-1
519	2.14748365E9		-1
520	2.14748365E9		-1
521	2.14748365E9		-1
522	2.14748365E9		-1
523	2.14748365E9		-1
524	2.14748365E9		-1
525	2.14748365E9		-1
526	2.14748365E9		-1
527	2.14748365E9		-1
528	2.14748365E9		-1
529	2.14748365E9		-1
530	2.14748365E9		-1
531	2.14748365E9		-1
532	2.14748365E9		-1
533	2.14748365E9		-1
534	2.14748365E9		-1
535	2.14748365E9		-1
536	2.14748365E9		-1
537	2.14748365E9		-1
538	2.14748365E9		-1
539	2.14748365E9		-1
540	2.14748365E9		-1
541	2.14748365E9		-1
542	2.14748365E9		-1
543	2.14748365E9		-1
544	2.14748365E9		-1
545	2.14748365E9		-1
546	2.14748365E9		-1
547	2.14748365E9		-1
548	2.14748365E9		-1
549	2.14748365E9		-1
550	2.14748365E9		-1
551	2.14748365E9		-1
552	2.14748365E9		-1
553	2.14748365E9		-1
554	2.14748365E9		-1
555	2.14748365E9		-1
556	2.14748365E9		-1
557	2.14748365E9		-1
558	2.14748365E9		-1
559	2.14748365E9		-1
560	2.14748365E9		-1
561	2.14748365E9		-1
562	2.14748365E9		-1
563	2.14748365E9		-1
564	2.14748365E9		-1
565	2.14748365E9		-1
566	2.14748365E9		-1
567	2.14748365E9		-1
568	2.14748365E9		-1
569	2.14748365E9		-1
570	2.14748365E9		-1
571	2.14748365E9		-1
572	2.14748365E9		-1
573	2.14748365E9		-1
574	2.14748365E9		-1
575	2.14748365E9		-1
576	2.14748365E9		-1
577	2.14748365E9		-1
578	2.14748365E9		-1
579	2.14748365E9		-1
580	2.14748365E9		-1
581	2.14748365E9		-1
582	2.14748365E9		-1
583	2.14748365E9		-1
584	2.14748365E9		-1
585	2.14748365E9		-1
586	2.14748365E9		-1
587	2.14748365E9		-1
588	2.14748365E9		-1
589	2.14748365E9		-1
590	2.14748365E9		-1
591	2.14748365E9		-1
592	2.14748365E9		-1
593	2.14748365E9		-1
594	2.14748365E9		-1
595	2.14748365E9		-1
596	2.14748365E9		-1
597	2.14748365E9		-1
598	2.14748365E9		-1
599	2.14748365E9		-1
600	2.14748365E9		-1
601	2.14748365E9		-1
602	2.14748365E9		-1
603	2.14748365E9		-1
604	2.14748365E9		-1
605	2.14748365E9		-1
606	2.14748365E9		-1
607	2.14748365E9		-1
608	2.14748365E9		-1
609	2.14748365E9		-1
610	2.14748365E9		-1
611	2.14748365E9		-1
612	2.14748365E9		-1
613	2.14748365E9		-1
614	2.14748365E9		-1
615	2.14748365E9		-1
616	2.14748365E9		-1
617	2.14748365E9		-1
618	2.14748365E9		-1
619	2.14748365E9		-1
620	2.14748365E9		-1
621	2.14748365E9		-1
622	2.14748365E9		-1
623	2.14748365E9		-1
624	2.14748365E9		-1
625	2.14748365E9		-1
626	2.14748365E9		-1
627	2.14748365E9		-1
628	2.14748365E9		-1
629	2.14748365E9		-1
630	2.14748365E9		-1
631	2.14748365E9		-1
632	2.14748365E9		-1
633	2.14748365E9		-1
634	2.14748365E9		-1
635	2.14748365E9		-1
636	2.14748365E9		-1
637	2.14748365E9		-1
638	2.14748365E9		-1
639	2.14748365E9		-1
640	2.14748365E9		-1
641	2.14748365E9		-1
642	2.14748365E9		-1
643	2.14748365E9		-1
644	2.14748365E9		-1
645	2.14748365E9		-1
646	2.14748365E9		-1
647	2.14748365E9		-1
648	2.14748365E9		-1
649	2.14748365E9		-1
650	2.14748365E9		-1
651	2.14748365E9		-1
652	2.14748365E9		-1
653	2.14748365E9		-1
654	2.14748365E9		-1
655	2.14748365E9		-1
656	2.14748365E9		-1
657	2.14748365E9		-1
658	2.14748365E9		-1
659	2.14748365E9		-1
660	2.14748365E9		-1
661	2.14748365E9		-1
662	2.14748365E9		-1
663	2.14748365E9		-1
664	2.14748365E9		-1
665	2.14748365E9		-1
666	2.14748365E9		-1
667	2.14748365E9		-1
668	2.14748365E9		-1
669	2.14748365E9		-1
670	2.14748365E9		-1
671	2.14748365E9		-1
672	2.14748365E9		-1
673	2.14748365E9		-1
674	2.14748365E9		-1
675	2.14748365E9		-1
676	2.14748365E9		-1
677	2.14748365E9		-1
678	2.14748365E9		-1
679	2.14748365E9		-1
680	2.14748365E9		-1
681	2.14748365E9		-1
682	2.14748365E9		-1
683	2.14748365E9		-1
684	2.14748365E9		-1
685	2.14748365E9		-1
686	2.14748365E9		-1
687	2.14748365E9		-1
688	2.14748365E9		-1
689	2.14748365E9		-1
690	2.14748365E9		-1
691	2.14748365E9		-1
692	2.14748365E9		-1
693	2.14748365E9		-1
694	2.14748365E9		-1
695	2.14748365E9		-1
696	2.14748365E9		-1
697	2.14748365E9		-1
698	2.14748365E9		-1
699	2.14748365E9		-1
700	2.14748365E9		-1
701	2.14748365E9		-1
702	2.14748365E9		-1
703	2.14748365E9		-1
704	2.14748365E9		-1
705	2.14748365E9		-1
706	2.14748365E9		-1
707	2.14748365E9		-1
708	2.14748365E9		-1
709	2.14748365E9		-1
710	2.14748365E9		-1
711	2.14748365E9		-1
712	2.14748365E9		-1
713	2.14748365E9		-1
714	2.14748365E9		-1
715	2.14748365E9		-1
716	2.14748365E9		-1
717	2.14748365E9		-1
718	2.14748365E9		-1
719	2.14748365E9		-1
720	2.14748365E9		-1
721	2.14748365E9		-1
722	2.14748365E9		-1
723	2.14748365E9		-1
724	2.14748365E9		-1
725	2.14748365E9		-1
726	2.14748365E9		-1
727	2.14748365E9		-1
728	2.14748365E9		-1
729	2.14748365E9		-1
730	2.14748365E9		-1
731	2.14748365E9		-1
732	2.14748365E9		-1
733	2.14748365E9		-1
734	2.14748365E9		-1
735	2.14748365E9		-1
736	2.14748365E9		-1
737	2.14748365E9		-1
738	2.14748365E9		-1
739	2.14748365E9		-1
740	2.14748365E9		-1
741	2.14748365E9		-1
742	2.14748365E9		-1
743	2.14748365E9		-1
744	2.14748365E9		-1
745	2.14748365E9		-1
746	2.14748365E9		-1
747	2.14748365E9		-1
748	2.14748365E9		-1
749	2.14748365E9		-1
750	2.14748365E9		-1
751	2.14748365E9		-1
752	2.14748365E9		-1
753	2.14748365E9		-1
754	2.14748365E9		-1
755	2.14748365E9		-1
756	2.14748365E9		-1
757	2.14748365E9		-1
758	2.14748365E9		-1
759	2.14748365E9		-1
760	2.14748365E9		-1
761	2.14748365E9		-1
762	2.14748365E9		-1
763	2.14748365E9		-1
764	2.14748365E9		-1
765	2.14748365E9		-1
766	2.14748365E9		-1
767	2.14748365E9		-1
768	2.14748365E9		-1
769	2.14748365E9		-1
770	2.14748365E9		-1
771	2.14748365E9		-1
772	2.14748365E9		-1
773	2.14748365E9		-1
774	2.14748365E9		-1
775	2.14748365E9		-1
776	2.14748365E9		-1
777	2.14748365E9		-1
778	2.14748365E9		-1
779	2.14748365E9		-1
780	2.14748365E9		-1
781	2.14748365E9		-1
782	2.14748365E9		-1
783	2.14748365E9		-1
784	2.14748365E9		-1
785	2.14748365E9		-1
786	2.14748365E9		-1
787	2.14748365E9		-1
788	2.14748365E9		-1
789	2.14748365E9		-1
790	2.14748365E9		-1
791	2.14748365E9		-1
792	2.14748365E9		-1
793	2.14748365E9		-1
794	2.14748365E9		-1
795	2.14748365E9		-1
796	2.14748365E9		-1
797	2.14748365E9		-1
798	2.14748365E9		-1
799	2.14748365E9		-1
800	2.14748365E9		-1
801	2.14748365E9		-1
802	2.14748365E9		-1
803	2.14748365E9		-1
804	2.14748365E9		-1
805	2.14748365E9		-1
806	2.14748365E9		-1
807	2.14748365E9		-1
808	2.14748365E9		-1
809	2.14748365E9		-1
810	2.14748365E9		-1
811	2.14748365E9		-1
812	2.14748365E9		-1
813	2.14748365E9		-1
814	2.14748365E9		-1
815	2.14748365E9		-1
816	2.14748365E9		-1
817	2.14748365E9		-1
818	2.14748365E9		-1
819	2.14748365E9		-1
820	2.14748365E9		-1
821	2.14748365E9		-1
822	2.14748365E9		-1
823	2.14748365E9		-1
824	2.14748365E9		-1
825	2.14748365E9		-1
826	2.14748365E9		-1
827	2.14748365E9		-1
828	2.14748365E9		-1
829	2.14748365E9		-1
830	2.14748365E9		-1
831	2.14748365E9		-1
832	2.14748365E9		-1
833	2.14748365E9		-1
834	2.14748365E9		-1
835	2.14748365E9		-1
836	2.14748365E9		-1
837	2.14748365E9		-1
838	2.14748365E9		-1
839	2.14748365E9		-1
840	2.14748365E9		-1
841	2.14748365E9		-1
842	2.14748365E9		-1
843	2.14748365E9		-1
844	2.14748365E9		-1
845	2.14748365E9		-1
846	2.14748365E9		-1
847	2.14748365E9		-1
848	2.14748365E9		-1
849	2.14748365E9		-1
850	2.14748365E9		-1
851	2.14748365E9		-1
852	2.14748365E9		-1
853	2.14748365E9		-1
854	2.14748365E9		-1
855	2.14748365E9		-1
856	2.14748365E9		-1
857	2.14748365E9		-1
858	2.14748365E9		-1
859	2.14748365E9		-1
860	2.14748365E9		-1
861	2.14748365E9		-1
862	2.14748365E9		-1
863	2.14748365E9		-1
864	2.14748365E9		-1
865	2.14748365E9		-1
866	2.14748365E9		-1
867	2.14748365E9		-1
868	2.14748365E9		-1
869	2.14748365E9		-1
870	2.14748365E9		-1
871	2.14748365E9		-1
872	2.14748365E9		-1
873	2.14748365E9		-1
874	2.14748365E9		-1
875	2.14748365E9		-1
876	2.14748365E9		-1
877	2.14748365E9		-1
878	2.14748365E9		-1
879	2.14748365E9		-1
880	2.14748365E9		-1
881	2.14748365E9		-1
882	2.14748365E9		-1
883	2.14748365E9		-1
884	2.14748365E9		-1
885	2.14748365E9		-1
886	2.14748365E9		-1
887	2.14748365E9		-1
888	2.14748365E9		-1
889	2.14748365E9		-1
890	2.14748365E9		-1
891	2.14748365E9		-1
892	2.14748365E9		-1
893	2.14748365E9		-1
894	2.14748365E9		-1
895	2.14748365E9		-1
896	2.14748365E9		-1
897	2.14748365E9		-1
898	2.14748365E9		-1
899	2.14748365E9		-1
900	2.14748365E9		-1
901	2.14748365E9		-1
902	2.14748365E9		-1
903	2.14748365E9		-1
904	2.14748365E9		-1
905	2.14748365E9		-1
906	2.14748365E9		-1
907	2.14748365E9		-1
908	2.14748365E9		-1
909	2.14748365E9		-1
910	2.14748365E9		-1
911	2.14748365E9		-1
912	2.14748365E9		-1
913	2.14748365E9		-1
914	2.14748365E9		-1
915	2.14748365E9		-1
916	2.14748365E9		-1
917	2.14748365E9		-1
918	2.14748365E9		-1
919	2.14748365E9		-1
920	2.14748365E9		-1
921	2.14748365E9		-1
922	2.14748365E9		-1
923	2.14748365E9		-1
924	2.14748365E9		-1
925	2.14748365E9		-1
926	2.14748365E9		-1
927	2.14748365E9		-1
928	2.14748365E9		-1
929	2.14748365E9		-1
930	2.14748365E9		-1
931	2.14748365E9		-1
932	2.14748365E9		-1
933	2.14748365E9		-1
934	2.14748365E9		-1
935	2.14748365E9		-1
936	2.14748365E9		-1
937	2.14748365E9		-1
938	2.14748365E9		-1
939	2.14748365E9		-1
940	2.14748365E9		-1
941	2.14748365E9		-1
942	2.14748365E9		-1
943	2.14748365E9		-1
944	2.14748365E9		-1
945	2.14748365E9		-1
946	2.14748365E9		-1
947	2.14748365E9		-1
948	2.14748365E9		-1
949	2.14748365E9		-1
950	2.14748365E9		-1
951	2.14748365E9		-1
952	2.14748365E9		-1
953	2.14748365E9		-1
954	2.14748365E9		-1
955	2.14748365E9		-1
956	2.14748365E9		-1
957	2.14748365E9		-1
958	2.14748365E9		-1
959	2.14748365E9		-1
960	2.14748365E9		-1
961	2.14748365E9		-1
962	2.14748365E9		-1
963	2.14748365E9		-1
964	2.14748365E9		-1
965	2.14748365E9		-1
966	2.14748365E9		-1
967	2.14748365E9		-1
968	2.14748365E9		-1
969	2.14748365E9		-1
970	2.14748365E9		-1
971	2.14748365E9		-1
972	2.14748365E9		-1
973	2.14748365E9		-1
974	2.14748365E9		-1
975	2.14748365E9		-1
976	2.14748365E9		-1
977	2.14748365E9		-1
978	2.14748365E9		-1
979	2.14748365E9		-1
980	2.14748365E9		-1
981	2.14748365E9		-1
982	2.14748365E9		-1
983	2.14748365E9		-1
984	2.14748365E9		-1
985	2.14748365E9		-1
986	2.14748365E9		-1
987	2.14748365E9		-1
988	2.14748365E9		-1
989	2.14748365E9		-1
990	2.14748365E9		-1
991	2.14748365E9		-1
992	2.14748365E9		-1
993	2.14748365E9		-1
994	2.14748365E9		-1
995	2.14748365E9		-1
996	2.14748365E9		-1
997	2.14748365E9		-1
998	2.14748365E9		-1
999	2.14748365E9		-1
1000	2.14748365E9		-1
1001	2.14748365E9		-1
1002	2.14748365E9		-1
1003	2.14748365E9		-1
1004	2.14748365E9		-1
1005	2.14748365E9		-1
1006	2.14748365E9		-1
1007	2.14748365E9		-1
1008	2.14748365E9		-1
1009	2.14748365E9		-1
1010	2.14748365E9		-1
1011	2.14748365E9		-1
1012	2.14748365E9		-1
1013	2.14748365E9		-1
1014	2.14748365E9		-1
1015	2.14748365E9		-1
1016	2.14748365E9		-1
1017	2.14748365E9		-1
1018	2.14748365E9		-1
1019	2.14748365E9		-1
1020	2.14748365E9		-1
1021	2.14748365E9		-1
1022	2.14748365E9		-1
1023	2.14748365E9		-1
1024	2.14748365E9		-1
1025	2.14748365E9		-1
1026	2.14748365E9		-1
1027	2.14748365E9		-1
1028	2.14748365E9		-1
1029	2.14748365E9		-1
1030	2.14748365E9		-1
1031	2.14748365E9		-1
1032	2.14748365E9		-1
1033	2.14748365E9		-1
1034	2.14748365E9		-1
1035	2.14748365E9		-1
1036	2.14748365E9		-1
1037	2.14748365E9		-1
1038	2.14748365E9		-1
1039	2.14748365E9		-1
1040	2.14748365E9		-1
1041	2.14748365E9		-1
1042	2.14748365E9		-1
1043	2.14748365E9		-1
1044	2.14748365E9		-1
1045	2.14748365E9		-1
1046	2.14748365E9		-1
1047	2.14748365E9		-1
1048	2.14748365E9		-1
1049	2.14748365E9		-1
1050	2.14748365E9		-1
1051	2.14748365E9		-1
1052	2.14748365E9		-1
1053	2.14748365E9		-1
1054	2.14748365E9		-1
1055	2.14748365E9		-1
1056	2.14748365E9		-1
1057	2.14748365E9		-1
1058	2.14748365E9		-1
1059	2.14748365E9		-1
1060	2.14748365E9		-1
1061	2.14748365E9		-1
1062	2.14748365E9		-1
1063	2.14748365E9		-1
1064	2.14748365E9		-1
1065	2.14748365E9		-1
1066	2.14748365E9		-1
1067	2.14748365E9		-1
